2;air_base;2161.00;12.10;888.00;6.03;0
2;anti_air_building;2173.00;13.12;880.00;2.48;0
2;anti_air_building;2179.00;12.78;885.00;5.14;0
2;anti_air_building;2182.00;13.35;888.00;0.92;0
2;arms_factory;2159.00;11.23;879.00;2.24;0
2;arms_factory;2164.00;12.32;892.00;3.45;0
2;arms_factory;2168.00;12.32;885.00;2.85;0
2;arms_factory;2168.00;12.78;893.00;5.50;0
2;arms_factory;2169.00;12.62;905.00;1.29;0
2;arms_factory;2173.00;13.07;901.00;5.51;0
2;bunker;2184.00;13.40;897.00;4.54;0
2;industrial_complex;2143.00;10.82;882.00;6.02;0
2;industrial_complex;2153.00;11.38;890.00;1.80;0
2;industrial_complex;2156.00;12.10;898.00;3.96;0
2;industrial_complex;2173.00;12.73;883.00;1.90;0
2;industrial_complex;2176.00;12.93;881.00;6.12;0
2;industrial_complex;2182.00;13.40;897.00;4.46;0
2;radar_station;2157.00;11.50;884.00;2.98;0
6;air_base;1546.00;14.30;2198.00;2.92;0
6;anti_air_building;1529.00;15.18;2181.00;2.64;0
6;anti_air_building;1531.00;14.30;2220.00;2.04;0
6;anti_air_building;1546.00;14.50;2155.00;5.65;0
6;arms_factory;1525.00;14.30;2210.00;1.80;0
6;arms_factory;1532.00;14.15;2157.00;4.46;0
6;arms_factory;1562.00;15.30;2146.00;3.96;0
6;arms_factory;1583.00;15.50;2145.00;2.41;0
6;arms_factory;1585.00;14.45;2207.00;6.12;0
6;arms_factory;1590.00;14.25;2208.00;6.03;0
6;bunker;1595.00;14.80;2155.00;3.59;0
6;industrial_complex;1531.00;14.60;2167.00;0.85;0
6;industrial_complex;1540.00;14.48;2161.00;5.08;0
6;industrial_complex;1557.00;14.35;2178.00;0.25;0
6;industrial_complex;1560.00;14.57;2171.00;1.45;0
6;industrial_complex;1580.00;14.18;2222.00;3.52;0
6;industrial_complex;1593.00;14.30;2198.00;4.47;0
6;radar_station;1580.00;14.32;2199.00;4.70;0
8;air_base;1983.00;15.98;1458.00;6.19;0
8;anti_air_building;1967.00;16.00;1463.00;0.48;0
8;anti_air_building;1969.00;16.10;1444.00;3.15;0
8;anti_air_building;1981.00;16.00;1441.00;6.16;0
8;arms_factory;1962.00;16.10;1468.00;2.41;0
8;arms_factory;1963.00;16.30;1454.00;0.85;0
8;arms_factory;1967.00;16.10;1453.00;4.47;0
8;arms_factory;1975.00;15.98;1444.00;1.45;0
8;arms_factory;1978.00;15.95;1466.00;6.03;0
8;arms_factory;1978.00;15.98;1446.00;0.25;0
8;industrial_complex;1967.00;16.10;1453.00;1.29;0
8;industrial_complex;1972.00;15.80;1464.00;5.52;0
8;industrial_complex;1979.00;15.90;1465.00;4.91;0
8;industrial_complex;1981.00;15.85;1470.00;5.42;0
8;industrial_complex;1991.00;15.65;1468.00;6.03;0
8;industrial_complex;1998.00;16.10;1460.00;3.36;0
8;radar_station;1980.00;15.90;1453.00;1.09;0
9;air_base;1232.00;10.00;2188.00;0.41;0
9;anti_air_building;1204.00;10.00;2202.00;0.04;0
9;anti_air_building;1206.00;9.70;2192.00;1.60;0
9;anti_air_building;1234.00;9.75;2199.00;5.72;0
9;arms_factory;1205.00;10.00;2221.00;0.85;0
9;arms_factory;1217.00;9.95;2210.00;4.47;0
9;arms_factory;1220.00;9.95;2219.00;5.08;0
9;arms_factory;1222.00;9.60;2226.00;0.25;0
9;arms_factory;1225.00;10.00;2173.00;1.45;0
9;arms_factory;1229.00;10.00;2185.00;3.52;0
9;bunker;1239.00;10.00;2192.00;4.10;0
9;coastal_bunker;1245.00;9.50;2182.00;1.37;0
9;dockyard;1207.00;9.50;2189.00;-1.17;0
9;industrial_complex;1195.00;10.00;2216.00;1.96;0
9;industrial_complex;1201.00;10.00;2226.00;4.03;0
9;industrial_complex;1216.00;10.00;2194.00;6.19;0
9;industrial_complex;1217.00;9.60;2207.00;2.92;0
9;industrial_complex;1223.00;10.00;2217.00;4.98;0
9;industrial_complex;1243.00;9.60;2193.00;5.58;0
9;radar_station;1232.00;10.00;2186.00;0.65;0
11;air_base;1975.00;16.30;1233.00;5.14;0
11;anti_air_building;1967.00;15.90;1222.00;5.65;0
11;anti_air_building;1971.00;16.02;1220.00;2.04;0
11;anti_air_building;1986.00;16.18;1231.00;2.64;0
11;arms_factory;1952.00;15.85;1220.00;3.52;0
11;arms_factory;1962.00;16.08;1225.00;5.58;0
11;arms_factory;1970.00;15.90;1229.00;1.96;0
11;arms_factory;1975.00;16.23;1232.00;5.08;0
11;arms_factory;1986.00;16.00;1214.00;2.92;0
11;arms_factory;1988.00;16.30;1230.00;4.98;0
11;bunker;1983.00;16.00;1222.00;4.19;0
11;industrial_complex;1951.00;15.80;1223.00;0.41;0
11;industrial_complex;1957.00;16.27;1216.00;6.19;0
11;industrial_complex;1965.00;16.27;1214.00;1.97;0
11;industrial_complex;1977.00;16.05;1226.00;2.47;0
11;industrial_complex;1980.00;15.98;1222.00;4.03;0
11;industrial_complex;1987.00;16.10;1219.00;4.63;0
11;radar_station;1983.00;16.10;1228.00;4.70;0
12;air_base;2084.00;12.70;1159.00;3.91;0
12;anti_air_building;2075.00;13.40;1154.00;2.87;0
12;anti_air_building;2086.00;12.18;1148.00;3.37;0
12;anti_air_building;2097.00;11.55;1150.00;5.54;0
12;arms_factory;2074.00;13.32;1160.00;4.86;0
12;arms_factory;2076.00;12.82;1149.00;2.19;0
12;arms_factory;2079.00;13.40;1162.00;2.80;0
12;arms_factory;2087.00;12.15;1154.00;0.13;0
12;arms_factory;2092.00;11.78;1153.00;3.75;0
12;arms_factory;2092.00;12.28;1155.00;0.63;0
12;bunker;2095.00;11.73;1151.00;2.26;0
12;coastal_bunker;2101.00;9.50;1142.00;0.46;0
12;dockyard;2101.00;9.50;1142.00;0.46;0
12;floating_harbor;2097.00;9.50;1130.00;-3.49;3245
12;industrial_complex;2081.00;12.07;1148.00;3.30;0
12;industrial_complex;2082.00;12.23;1150.00;5.37;0
12;industrial_complex;2083.00;12.38;1154.00;5.47;0
12;industrial_complex;2085.00;12.35;1155.00;3.81;0
12;industrial_complex;2086.00;12.05;1147.00;1.24;0
12;industrial_complex;2090.00;11.68;1150.00;5.97;0
12;radar_station;2078.00;13.15;1155.00;6.04;0
13;air_base;2040.00;15.05;1117.00;2.48;0
13;anti_air_building;2015.00;14.45;1135.00;0.55;0
13;anti_air_building;2015.00;14.48;1138.00;5.28;0
13;anti_air_building;2042.00;14.30;1101.00;3.22;0
13;arms_factory;2013.00;14.40;1134.00;4.03;0
13;arms_factory;2023.00;15.12;1134.00;1.97;0
13;arms_factory;2025.00;15.15;1129.00;4.98;0
13;arms_factory;2026.00;14.95;1127.00;6.19;0
13;arms_factory;2028.00;14.23;1115.00;0.41;0
13;arms_factory;2028.00;14.50;1122.00;1.96;0
13;bunker;2041.00;15.90;1115.00;6.23;0
13;industrial_complex;2016.00;14.35;1136.00;0.92;0
13;industrial_complex;2017.00;14.62;1139.00;4.54;0
13;industrial_complex;2019.00;13.90;1116.00;2.47;0
13;industrial_complex;2027.00;14.45;1122.00;0.41;0
13;industrial_complex;2032.00;14.70;1123.00;4.63;0
13;industrial_complex;2038.00;13.57;1100.00;5.14;0
13;radar_station;2024.00;16.52;1136.00;5.88;0
14;air_base;1416.00;10.25;2196.00;2.98;0
14;anti_air_building;1415.00;11.30;2228.00;0.62;0
14;anti_air_building;1423.00;9.60;2150.00;2.78;0
14;anti_air_building;1482.00;11.88;2159.00;1.23;0
14;arms_factory;1384.00;9.80;2157.00;0.41;0
14;arms_factory;1402.00;9.50;2135.00;4.63;0
14;arms_factory;1408.00;9.85;2199.00;2.47;0
14;arms_factory;1421.00;9.50;2100.00;1.97;0
14;arms_factory;1425.00;10.20;2164.00;4.03;0
14;arms_factory;1435.00;9.65;2189.00;6.19;0
14;bunker;1466.00;11.15;2154.00;4.77;0
14;coastal_bunker;1477.00;9.50;2134.00;0.62;0
14;dockyard;1390.00;9.50;2132.00;-0.32;0
14;industrial_complex;1390.00;10.00;2152.00;0.92;0
14;industrial_complex;1415.00;9.60;2183.00;5.14;0
14;industrial_complex;1427.00;9.60;2087.00;2.48;0
14;industrial_complex;1441.00;9.70;2182.00;0.41;0
14;industrial_complex;1451.00;10.50;2152.00;5.14;0
14;industrial_complex;1478.00;10.65;2145.00;4.54;0
14;radar_station;1435.00;10.00;2135.00;1.83;0
15;air_base;2369.00;14.00;788.00;0.92;0
15;anti_air_building;2371.00;13.40;780.00;0.18;0
15;anti_air_building;2376.00;14.88;791.00;2.34;0
15;anti_air_building;2381.00;12.23;762.00;1.39;0
15;arms_factory;2367.00;13.57;789.00;5.14;0
15;arms_factory;2376.00;11.65;762.00;1.97;0
15;arms_factory;2379.00;9.70;734.00;0.41;0
15;arms_factory;2387.00;12.62;764.00;4.63;0
15;arms_factory;2392.00;15.00;778.00;2.47;0
15;arms_factory;2397.00;15.90;801.00;0.41;0
15;bunker;2401.00;13.75;766.00;3.22;0
15;coastal_bunker;2394.00;9.50;756.00;-0.46;0
15;dockyard;2365.00;9.50;745.00;-1.33;0
15;industrial_complex;2367.00;9.50;735.00;0.92;0
15;industrial_complex;2370.00;9.95;748.00;4.19;0
15;industrial_complex;2372.00;11.70;765.00;5.14;0
15;industrial_complex;2374.00;13.30;776.00;4.54;0
15;industrial_complex;2383.00;14.65;781.00;2.48;0
15;industrial_complex;2389.00;15.50;787.00;2.98;0
15;radar_station;2391.00;9.82;758.00;4.40;0
16;air_base;1686.00;13.75;2298.00;6.25;0
16;anti_air_building;1602.00;14.80;2243.00;2.78;0
16;anti_air_building;1616.00;14.30;2276.00;3.73;0
16;anti_air_building;1643.00;13.85;2257.00;0.11;0
16;arms_factory;1633.00;14.28;2266.00;4.63;0
16;arms_factory;1656.00;14.05;2260.00;2.47;0
16;arms_factory;1659.00;14.95;2293.00;4.54;0
16;arms_factory;1671.00;14.25;2284.00;0.41;0
16;arms_factory;1674.00;13.25;2243.00;0.92;0
16;arms_factory;1730.00;14.43;2282.00;5.14;0
16;bunker;1737.00;13.32;2265.00;1.16;0
16;coastal_bunker;1724.00;9.50;2247.00;-0.39;0
16;dockyard;1698.00;9.50;2232.00;0.32;0
16;industrial_complex;1562.00;13.93;2264.00;5.14;0
16;industrial_complex;1577.00;14.30;2291.00;4.19;0
16;industrial_complex;1602.00;14.05;2278.00;3.59;0
16;industrial_complex;1603.00;14.50;2255.00;2.98;0
16;industrial_complex;1605.00;14.60;2286.00;2.48;0
16;industrial_complex;1625.00;14.20;2271.00;0.92;0
16;radar_station;1575.00;14.57;2275.00;5.44;0
17;air_base;1387.00;14.23;2266.00;5.65;0
17;anti_air_building;1327.00;10.00;2209.00;3.83;0
17;anti_air_building;1372.00;10.35;2242.00;1.67;0
17;anti_air_building;1398.00;10.38;2229.00;4.33;0
17;arms_factory;1325.00;9.95;2211.00;0.41;0
17;arms_factory;1343.00;9.60;2215.00;4.54;0
17;arms_factory;1381.00;13.57;2270.00;5.14;0
17;arms_factory;1386.00;12.45;2245.00;2.48;0
17;arms_factory;1405.00;14.65;2291.00;5.14;0
17;arms_factory;1410.00;10.90;2243.00;0.92;0
17;bunker;1411.00;10.60;2241.00;5.72;0
17;coastal_bunker;1402.00;9.50;2226.00;0.09;0
17;dockyard;1340.00;9.50;2198.00;-0.79;0
17;industrial_complex;1343.00;9.95;2256.00;2.64;0
17;industrial_complex;1362.00;9.90;2206.00;0.92;0
17;industrial_complex;1376.00;9.95;2210.00;3.59;0
17;industrial_complex;1393.00;11.60;2240.00;6.25;0
17;industrial_complex;1397.00;11.98;2286.00;2.98;0
17;industrial_complex;1402.00;15.10;2288.00;4.19;0
17;radar_station;1355.00;10.65;2258.00;0.71;0
18;air_base;1990.00;10.65;1713.00;4.70;0
18;anti_air_building;1994.00;12.10;1733.00;2.68;0
18;anti_air_building;2017.00;12.68;1719.00;3.90;0
18;anti_air_building;2026.00;13.43;1709.00;5.95;0
18;arms_factory;1984.00;9.60;1715.00;4.54;0
18;arms_factory;1988.00;11.03;1732.00;0.92;0
18;arms_factory;1997.00;12.05;1728.00;2.98;0
18;arms_factory;2001.00;9.95;1701.00;2.48;0
18;arms_factory;2003.00;12.38;1718.00;4.19;0
18;arms_factory;2006.00;12.38;1712.00;5.14;0
18;bunker;2030.00;13.80;1713.00;0.11;0
18;coastal_bunker;1991.00;9.50;1703.00;-0.98;0
18;dockyard;1978.00;9.50;1732.00;-1.33;0
18;industrial_complex;1979.00;9.50;1732.00;2.04;0
18;industrial_complex;1986.00;9.60;1712.00;0.92;0
18;industrial_complex;1986.00;10.62;1734.00;3.59;0
18;industrial_complex;1997.00;12.30;1730.00;5.65;0
18;industrial_complex;2005.00;12.07;1709.00;2.64;0
